Time (UTC),Kind,Message,Detail
"2026-05-26T00:12:06.849Z","project.sub_session_scheduled","Project sub-session scheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""plannedStartIso"":""2026-05-26T01:23:27.830Z"",""plannedEndIso"":""2026-05-26T02:08:27.830Z"",""filterPlansTonight"":[{""filterName"":""H"",""exposureSeconds"":600,""count"":2}],""reasons"":[""Weather-permitted segments overlapping this run: May 25, 9:23 PM – May 25, 10:00 PM ET."",""Frames in this session: H 2×600s (2 exposure(s) total)."",""Start at May 25, 9:23 PM ET: target at 72.7° (≥30° required)."",""Fewer frames than the free window could fit: placement requires ≥80% weather-permitted and 100% target-altitude (≥30°) coverage for the full run (may span multiple clear spells)."",""End at May 25, 10:08 PM ET: 0.33 h exposure + 25 min session overhead (0.75 h block)."",""Coverage checks: weather-permitted 81% (≥80% required), target ≥30° 100% (100% required).""]}"
"2026-05-26T00:11:55.981Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%.""}"
"2026-05-26T00:11:31.324Z","queue.schedule_decision","Session a9a609e6-0e7c-41e7-a1b0-857ae61105d7 moved from scheduled back to pending schedule state.","{""id"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""target"":""M101 Project"",""previousStatus"":""scheduled"",""nextStatus"":""unscheduled"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%."",""reasons"":[""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%.""]}"
"2026-05-26T00:11:31.258Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%.""}"
"2026-05-26T00:08:57.257Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%.""}"
"2026-05-26T00:08:57.177Z","project.sub_session_scheduled","Project sub-session scheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""plannedStartIso"":""2026-05-26T01:23:27.830Z"",""plannedEndIso"":""2026-05-26T02:08:27.830Z"",""filterPlansTonight"":[{""filterName"":""H"",""exposureSeconds"":600,""count"":2}],""reasons"":[""Weather-permitted segments overlapping this run: May 25, 9:23 PM – May 25, 10:00 PM ET."",""Frames in this session: H 2×600s (2 exposure(s) total)."",""Start at May 25, 9:23 PM ET: target at 72.7° (≥30° required)."",""Fewer frames than the free window could fit: placement requires ≥80% weather-permitted and 100% target-altitude (≥30°) coverage for the full run (may span multiple clear spells)."",""End at May 25, 10:08 PM ET: 0.33 h exposure + 25 min session overhead (0.75 h block)."",""Coverage checks: weather-permitted 81% (≥80% required), target ≥30° 100% (100% required).""]}"
"2026-05-26T00:02:54.611Z","queue.schedule_decision","Session a9a609e6-0e7c-41e7-a1b0-857ae61105d7 moved from scheduled back to pending schedule state.","{""id"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""target"":""M101 Project"",""previousStatus"":""scheduled"",""nextStatus"":""unscheduled"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%."",""reasons"":[""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%.""]}"
"2026-05-26T00:02:54.553Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%.""}"
"2026-05-26T00:02:54.477Z","project.sub_session_scheduled","Project sub-session scheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""plannedStartIso"":""2026-05-26T01:23:27.830Z"",""plannedEndIso"":""2026-05-26T02:08:27.830Z"",""filterPlansTonight"":[{""filterName"":""H"",""exposureSeconds"":600,""count"":2}],""reasons"":[""Weather-permitted segments overlapping this run: May 25, 9:23 PM – May 25, 10:00 PM ET."",""Frames in this session: H 2×600s (2 exposure(s) total)."",""Start at May 25, 9:23 PM ET: target at 72.7° (≥30° required)."",""Fewer frames than the free window could fit: placement requires ≥80% weather-permitted and 100% target-altitude (≥30°) coverage for the full run (may span multiple clear spells)."",""End at May 25, 10:08 PM ET: 0.33 h exposure + 25 min session overhead (0.75 h block)."",""Coverage checks: weather-permitted 81% (≥80% required), target ≥30° 100% (100% required).""]}"
"2026-05-25T23:56:51.830Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%.""}"
"2026-05-25T23:56:51.771Z","project.sub_session_scheduled","Project sub-session scheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""plannedStartIso"":""2026-05-26T01:23:27.830Z"",""plannedEndIso"":""2026-05-26T02:08:27.830Z"",""filterPlansTonight"":[{""filterName"":""H"",""exposureSeconds"":600,""count"":2}],""reasons"":[""Weather-permitted segments overlapping this run: May 25, 9:23 PM – May 25, 10:00 PM ET."",""Frames in this session: H 2×600s (2 exposure(s) total)."",""Start at May 25, 9:23 PM ET: target at 72.7° (≥30° required)."",""Fewer frames than the free window could fit: placement requires ≥80% weather-permitted and 100% target-altitude (≥30°) coverage for the full run (may span multiple clear spells)."",""End at May 25, 10:08 PM ET: 0.33 h exposure + 25 min session overhead (0.75 h block)."",""Coverage checks: weather-permitted 81% (≥80% required), target ≥30° 100% (100% required).""]}"
"2026-05-25T23:50:49.213Z","queue.schedule_decision","Session a9a609e6-0e7c-41e7-a1b0-857ae61105d7 moved from scheduled back to pending schedule state.","{""id"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""target"":""M101 Project"",""previousStatus"":""scheduled"",""nextStatus"":""unscheduled"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%."",""reasons"":[""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%.""]}"
"2026-05-25T23:50:49.129Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%.""}"
"2026-05-25T23:50:49.039Z","project.sub_session_scheduled","Project sub-session scheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""plannedStartIso"":""2026-05-26T01:23:27.830Z"",""plannedEndIso"":""2026-05-26T02:08:27.830Z"",""filterPlansTonight"":[{""filterName"":""H"",""exposureSeconds"":600,""count"":2}],""reasons"":[""Weather-permitted segments overlapping this run: May 25, 9:23 PM – May 25, 10:00 PM ET."",""Frames in this session: H 2×600s (2 exposure(s) total)."",""Start at May 25, 9:23 PM ET: target at 72.7° (≥30° required)."",""Fewer frames than the free window could fit: placement requires ≥80% weather-permitted and 100% target-altitude (≥30°) coverage for the full run (may span multiple clear spells)."",""End at May 25, 10:08 PM ET: 0.33 h exposure + 25 min session overhead (0.75 h block)."",""Coverage checks: weather-permitted 81% (≥80% required), target ≥30° 100% (100% required).""]}"
"2026-05-25T23:44:46.360Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%.""}"
"2026-05-25T23:44:46.291Z","project.sub_session_scheduled","Project sub-session scheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""plannedStartIso"":""2026-05-26T01:23:27.830Z"",""plannedEndIso"":""2026-05-26T02:08:27.830Z"",""filterPlansTonight"":[{""filterName"":""H"",""exposureSeconds"":600,""count"":2}],""reasons"":[""Weather-permitted segments overlapping this run: May 25, 9:23 PM – May 25, 10:00 PM ET."",""Frames in this session: H 2×600s (2 exposure(s) total)."",""Start at May 25, 9:23 PM ET: target at 72.7° (≥30° required)."",""Fewer frames than the free window could fit: placement requires ≥80% weather-permitted and 100% target-altitude (≥30°) coverage for the full run (may span multiple clear spells)."",""End at May 25, 10:08 PM ET: 0.33 h exposure + 25 min session overhead (0.75 h block)."",""Coverage checks: weather-permitted 81% (≥80% required), target ≥30° 100% (100% required).""]}"
"2026-05-25T23:38:43.804Z","queue.schedule_decision","Session a9a609e6-0e7c-41e7-a1b0-857ae61105d7 moved from scheduled back to pending schedule state.","{""id"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""target"":""M101 Project"",""previousStatus"":""scheduled"",""nextStatus"":""unscheduled"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%."",""reasons"":[""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%.""]}"
"2026-05-25T23:38:43.743Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%.""}"
"2026-05-25T23:38:43.670Z","project.sub_session_scheduled","Project sub-session scheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""plannedStartIso"":""2026-05-26T01:23:27.830Z"",""plannedEndIso"":""2026-05-26T02:08:27.830Z"",""filterPlansTonight"":[{""filterName"":""H"",""exposureSeconds"":600,""count"":2}],""reasons"":[""Weather-permitted segments overlapping this run: May 25, 9:23 PM – May 25, 10:00 PM ET."",""Frames in this session: H 2×600s (2 exposure(s) total)."",""Start at May 25, 9:23 PM ET: target at 72.7° (≥30° required)."",""Fewer frames than the free window could fit: placement requires ≥80% weather-permitted and 100% target-altitude (≥30°) coverage for the full run (may span multiple clear spells)."",""End at May 25, 10:08 PM ET: 0.33 h exposure + 25 min session overhead (0.75 h block)."",""Coverage checks: weather-permitted 81% (≥80% required), target ≥30° 100% (100% required).""]}"
"2026-05-25T23:35:53.384Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%.""}"
"2026-05-25T23:35:53.292Z","project.sub_session_scheduled","Project sub-session scheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""plannedStartIso"":""2026-05-26T01:23:27.830Z"",""plannedEndIso"":""2026-05-26T02:08:27.830Z"",""filterPlansTonight"":[{""filterName"":""H"",""exposureSeconds"":600,""count"":2}],""reasons"":[""Weather-permitted segments overlapping this run: May 25, 9:23 PM – May 25, 10:00 PM ET."",""Frames in this session: H 2×600s (2 exposure(s) total)."",""Start at May 25, 9:23 PM ET: target at 72.7° (≥30° required)."",""Fewer frames than the free window could fit: placement requires ≥80% weather-permitted and 100% target-altitude (≥30°) coverage for the full run (may span multiple clear spells)."",""End at May 25, 10:08 PM ET: 0.33 h exposure + 25 min session overhead (0.75 h block)."",""Coverage checks: weather-permitted 81% (≥80% required), target ≥30° 100% (100% required).""]}"
"2026-05-25T23:32:41.086Z","queue.schedule_decision","Session a9a609e6-0e7c-41e7-a1b0-857ae61105d7 moved from scheduled back to pending schedule state.","{""id"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""target"":""M101 Project"",""previousStatus"":""scheduled"",""nextStatus"":""unscheduled"",""previousPlannedStartIso"":""2026-05-26T01:23:27.830Z"",""reason"":""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%."",""reasons"":[""Global weather trigger: no 2-hour consecutive run with cloud cover < 10%.""]}"
"2026-05-25T23:32:40.888Z","project.sub_session_scheduled","Project sub-session scheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""plannedStartIso"":""2026-05-26T01:23:27.830Z"",""plannedEndIso"":""2026-05-26T02:08:27.830Z"",""filterPlansTonight"":[{""filterName"":""H"",""exposureSeconds"":600,""count"":2}],""reasons"":[""Weather-permitted segments overlapping this run: May 25, 9:23 PM – May 25, 10:00 PM ET."",""Frames in this session: H 2×600s (2 exposure(s) total)."",""Start at May 25, 9:23 PM ET: target at 72.7° (≥30° required)."",""Fewer frames than the free window could fit: placement requires ≥80% weather-permitted and 100% target-altitude (≥30°) coverage for the full run (may span multiple clear spells)."",""End at May 25, 10:08 PM ET: 0.33 h exposure + 25 min session overhead (0.75 h block)."",""Coverage checks: weather-permitted 81% (≥80% required), target ≥30° 100% (100% required).""]}"
"2026-05-25T22:32:15.089Z","project.sub_session_scheduled","Project sub-session scheduled: M101 Project Session 1 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-1"",""nightIndex"":1,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""plannedStartIso"":""2026-05-26T01:23:27.830Z"",""plannedEndIso"":""2026-05-26T05:48:27.830Z"",""filterPlansTonight"":[{""filterName"":""H"",""exposureSeconds"":600,""count"":24}],""reasons"":[""Weather-permitted segments overlapping this run: May 25, 9:23 PM – May 25, 10:00 PM ET; May 25, 10:00 PM – May 25, 11:00 PM ET; May 25, 11:00 PM – May 26, 12:00 AM ET; May 26, 12:00 AM – May 26, 1:00 AM ET."",""Frames in this session: H 24×600s (24 exposure(s) total)."",""Start at May 25, 9:23 PM ET: target at 72.7° (≥30° required)."",""Fewer frames than the free window could fit: placement requires ≥80% weather-permitted and 100% target-altitude (≥30°) coverage for the full run (may span multiple clear spells)."",""End at May 26, 1:48 AM ET: 4.00 h exposure + 25 min session overhead (4.42 h block)."",""Coverage checks: weather-permitted 82% (≥80% required), target ≥30° 100% (100% required).""]}"
"2026-05-25T21:31:46.682Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 2 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-2).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-2"",""nightIndex"":2,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:54:06.928Z","project.sub_session_scheduled","Project sub-session scheduled: M101 Project Session 2 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-2).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-2"",""nightIndex"":2,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""plannedStartIso"":""2026-05-26T05:33:27.830Z"",""plannedEndIso"":""2026-05-26T07:58:27.830Z"",""filterPlansTonight"":[{""filterName"":""H"",""exposureSeconds"":600,""count"":12}],""reasons"":[""Weather-permitted segments overlapping this run: May 26, 2:00 AM – May 26, 3:00 AM ET; May 26, 3:00 AM – May 26, 3:58 AM ET."",""Frames in this session: H 12×600s (12 exposure(s) total)."",""Start at May 26, 1:33 AM ET: target at 58.5° (≥30° required)."",""Not placed at May 26, 12:38 AM ET: waiting for target altitude, ≥80% weather-permitted coverage, or a long enough free interval."",""Fewer frames than the free window could fit: placement requires ≥80% weather-permitted and 100% target-altitude (≥30°) coverage for the full run (may span multiple clear spells)."",""End at May 26, 3:58 AM ET: 2.00 h exposure + 25 min session overhead (2.42 h block)."",""Coverage checks: weather-permitted 82% (≥80% required), target ≥30° 100% (100% required).""]}"
"2026-05-25T20:43:38.107Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:43:27.593Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:43:23.809Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:43:17.999Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:43:03.578Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:42:46.797Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:42:36.233Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:42:26.203Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:42:16.148Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:42:06.000Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:41:55.894Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
"2026-05-25T20:41:45.780Z","project.sub_session_unscheduled","Project sub-session unscheduled: M101 Project Session 3 (a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3).","{""projectId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7"",""nightSubId"":""a9a609e6-0e7c-41e7-a1b0-857ae61105d7::night-3"",""nightIndex"":3,""nightKey"":""2026-05-25"",""target"":""M101 Project"",""previousPlannedStartIso"":""2026-05-26T05:33:27.830Z"",""reason"":""Replaced by updated tonight sub-session plan.""}"
